Timestamp,Phase,Latency_ms,Status_Code
2026-09-02T17:01:04.451005,Cycle_1_Cold_Start,794.41,200
2026-09-02T17:01:10.234198,Cycle_1_Warm_1,260.57,200
2026-09-02T17:01:16.785840,Cycle_1_Warm_2,171.96,200
2026-09-02T17:01:22.825703,Cycle_1_Warm_3,125.15,200
2026-09-02T17:36:24.608768,Cycle_2_Cold_Start,978.56,200
2026-09-02T17:36:30.345829,Cycle_2_Warm_1,140.36,200
2026-09-02T17:36:36.076801,Cycle_2_Warm_2,216.99,200
2026-09-02T17:36:41.713026,Cycle_2_Warm_3,89.73,200
2026-09-02T18:11:43.195753,Cycle_3_Cold_Start,739.27,200
2026-09-02T18:11:48.743779,Cycle_3_Warm_1,112.61,200
2026-09-02T18:11:54.460801,Cycle_3_Warm_2,201.33,200
2026-09-02T18:12:00.103881,Cycle_3_Warm_3,198.16,200
2026-09-02T18:26:52.080670,Cycle_1_Cold_Start,294.29,200
2026-09-02T18:26:57.934720,Cycle_1_Warm_1,302.78,200
2026-09-02T18:27:03.384908,Cycle_1_Warm_2,128.64,200
2026-09-02T18:27:09.047648,Cycle_1_Warm_3,158.15,200
2026-09-02T19:12:06.259950,Cycle_2_Cold_Start,1261.33,200
2026-09-02T19:12:11.591900,Cycle_2_Warm_1,137.74,200
2026-09-02T19:12:17.776321,Cycle_2_Warm_2,576.87,200
2026-09-02T19:12:23.238279,Cycle_2_Warm_3,252.85,200
2026-09-02T19:47:25.918922,Cycle_3_Cold_Start,1223.38,200
2026-09-02T19:47:32.886641,Cycle_3_Warm_1,92.18,200
2026-09-02T19:47:38.982578,Cycle_3_Warm_2,585.32,200
2026-09-02T19:47:46.423023,Cycle_3_Warm_3,236.05,200
2026-09-02T19:54:45.698662,Cycle_1_Cold_Start,309.79,200
2026-09-02T19:54:51.933862,Cycle_1_Warm_1,401.78,200
2026-09-02T19:54:57.420976,Cycle_1_Warm_2,195.48,200
2026-09-02T19:55:03.284853,Cycle_1_Warm_3,411.43,200
2026-09-02T20:30:06.976607,Cycle_2_Cold_Start,1080.45,200
2026-09-02T20:30:12.089676,Cycle_2_Warm_1,100.87,200
2026-09-02T20:30:17.989540,Cycle_2_Warm_2,380.66,200
2026-09-02T20:30:23.344458,Cycle_2_Warm_3,94.92,200
2026-09-02T21:05:24.912731,Cycle_3_Cold_Start,798.27,200
2026-09-02T21:05:30.399495,Cycle_3_Warm_1,330.37,200
2026-09-02T21:05:36.036085,Cycle_3_Warm_2,257.45,200
2026-09-02T21:05:41.829333,Cycle_3_Warm_3,264.8,200
2026-09-02T21:26:40.108123,Cycle_1_Cold_Start,1355.22,200
2026-09-02T21:26:45.279084,Cycle_1_Warm_1,162.29,200
2026-09-02T21:26:51.140887,Cycle_1_Warm_2,338.12,200
2026-09-02T21:26:56.645150,Cycle_1_Warm_3,189.88,200
2026-09-02T21:44:46.615509,Cycle_1_Cold_Start,961.25,200
2026-09-02T21:44:51.973440,Cycle_1_Warm_1,263.1,200
2026-09-02T21:44:57.822875,Cycle_1_Warm_2,269.09,200
2026-09-02T21:45:03.398948,Cycle_1_Warm_3,92.8,200
2026-09-02T22:47:49.979072,Cycle_1_Cold_Start,3415.86,200
2026-09-02T22:47:55.810284,Cycle_1_Warm_1,821.51,200
2026-09-02T22:48:01.481922,Cycle_1_Warm_2,301.91,200
2026-09-02T22:48:09.347437,Cycle_1_Warm_3,322.37,200
2026-09-03T16:45:00.979380,Cycle_1_Cold_Start,884.18,200
2026-09-03T16:45:08.144965,Cycle_1_Warm_1,158.65,200
2026-09-03T16:45:14.104726,Cycle_1_Warm_2,428.38,200
2026-09-03T16:45:19.905342,Cycle_1_Warm_3,175.0,200
2026-09-03T11:17:14.113484,Cycle_1_Cold_Start,358.63,200
2026-09-03T11:17:20.401993,Cycle_1_Warm_1,611.65,200
2026-09-03T11:17:26.135485,Cycle_1_Warm_2,326.53,200
2026-09-03T11:17:32.164240,Cycle_1_Warm_3,338.17,200
2026-09-03T11:27:26.324697,Cycle_1_Cold_Start,348.51,200
2026-09-03T11:27:32.236379,Cycle_1_Warm_1,332.98,200
2026-09-03T11:27:38.139557,Cycle_1_Warm_2,331.21,200
2026-09-03T11:27:44.283859,Cycle_1_Warm_3,342.49,200
2026-09-03T11:52:46.054791,Cycle_2_Cold_Start,974.48,200
